;Unnamed: 0_x;Interactor2.Symbol;Protein;Protein names;UniProt Localization;HPA Localization;OpenCell Localization;SimChrom Category;SimChrom-SL Category;MS-based studies;Abundance, ppm;PFAM;Protein length;Protein complexes;RNAInterID;Interactor1.Symbol;Category1;Species1;Category2;Species2;Raw_ID1;Raw_ID2;score;strong;weak;predict;Unnamed: 0_y;ensemblID;logFC;AveExpr;t;P.Value;adj.P.Val;B
80455;1458598;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08386046;SNHG5;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:387066;NCBI:3178;0.4292;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;;132;ENSG00000203875;-2.79357818092896;3.17229546572489;-7.92087451041262;1.6629897857665301e-09;2.70123476012347e-08;11.5609108469976
80456;1458599;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08386121;SNHG6;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:641638;NCBI:3178;0.373;CLIP;eCLIP//iCLIP;;1482;ENSG00000245910;-3.02030504081192;2.13635252691397;-9.00111087542265;6.998606051362839e-11;1.6448679138594102e-09;14.7126214928218
80550;1457726;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08386371;IQCH-AS1;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100506686;NCBI:3178;0.3974;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;;2357;ENSG00000259673;-2.36524264156248;-0.0326418860202442;-8.03552475053475;1.1805743112048e-09;2.01897403546284e-08;11.9017115063395
80551;1457741;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08386178;JPX;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:554203;NCBI:3178;0.441;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;Scan pipeline widely used MATCH algorithm;374;ENSG00000225470;-1.81667140678558;3.58380683530008;-7.33868036440905;9.67227303315251e-09;1.24819793406358e-07;9.810288704289
80556;1457576;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08385247;GAS5;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:60674;NCBI:3178;0.4626;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;;1098;ENSG00000234741;-2.56041864444156;3.87237361491495;-7.93865419283863;1.5767911812111202e-09;2.58115194527439e-08;11.6138519668715
80557;1457962;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP35425794;MIR155HG;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:114614;NCBI:3178;0.208;CLIP;;;1106;ENSG00000234883;-2.19892248664093;-0.895189111127164;-6.07619956133059;4.82339797346411e-07;4.03420184380984e-06;5.93216256204037
80558;1457963;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08385405;MIR17HG;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:407975;NCBI:3178;0.3867;CLIP;eCLIP//HITS-CLIP//iCLIP;Scan pipeline widely used MATCH algorithm;215;ENSG00000215417;-1.84534139091266;0.99398029655203;-5.74834557141758;1.34549165469835e-06;9.96563977344356e-06;4.91812246599078
80559;1457964;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08385269;MIR181A1HG;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100131234;NCBI:3178;0.3807;CLIP;HITS-CLIP//iCLIP//CLIP-seq;;733;ENSG00000229989;-1.96778898192628;1.27892832409396;-6.45145267303389;1.49514635854925e-07;1.42309518787708e-06;7.09213857469546
80561;1457856;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP33670389;LINC00926;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:283663;NCBI:3178;0.3214;CLIP;eCLIP//iCLIP;;1524;ENSG00000247982;-2.91105104767217;3.27604843264759;-7.78213923254109;2.5220837406324e-09;3.84274426400029e-08;11.1466953497868
80565;1457823;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08386809;LINC00476;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100128782;NCBI:3178;0.3214;CLIP;eCLIP//iCLIP;;27;ENSG00000175611;-2.19724688558074;1.62463722411676;-6.90916380536433;3.61578319885548e-08;4.01361475398021e-07;8.50039124750522
80567;1457835;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08386155;LINC00630;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100287765;NCBI:3178;0.4626;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;;247;ENSG00000223546;-2.26301235070402;0.462538646230177;-7.84374214675453;2.09574721751214e-09;3.31458967822315e-08;11.3308619374593
80570;1457840;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08386485;LINC00663;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:284440;NCBI:3178;0.3214;CLIP;eCLIP//iCLIP;;2849;ENSG00000266904;-2.2313825534385;0.177789980721914;-7.36614196503185;8.8949436262262e-09;1.15496999492388e-07;9.89355661048934
80573;1457476;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08385953;EPB41L4A-AS1;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:114915;NCBI:3178;0.3214;CLIP;eCLIP//iCLIP;;285;ENSG00000224032;-2.55110776467953;0.623872226190378;-8.55111286415612;2.57565840171701e-10;5.081461628800851e-09;13.4163564845539
80575;1457351;HNRNPA1;P09651;Heterogeneous nuclear ribonucleoprotein A1 [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed];Cytoplasm (ECO:0000269), Nucleus (ECO:0000269);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Shi et al., 2021; Torrente et al., 2011";1275.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);HnRNPA1_LC(Nuclear factor hnRNPA1,PF11627)";372;;RP08385944;DANCR;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:57291;NCBI:3178;0.4717;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;Scan pipeline widely used MATCH algorithm;493;ENSG00000226950;-1.97490458175396;2.8150326492749;-6.0781695760482;4.79377709969811e-07;4.02543318531536e-06;5.93825752661623
80698;501906;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP34954583;GAS5;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:60674;NCBI:22894;0.2243;CLIP;;;1098;ENSG00000234741;-2.56041864444156;3.87237361491495;-7.93865419283863;1.5767911812111202e-09;2.58115194527439e-08;11.6138519668715
80699;501931;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP35299104;LINC00467;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:84791;NCBI:22894;0.2243;CLIP;;;15;ENSG00000153363;-1.6310828199341;-0.134238092163257;-5.37182765383056;4.36667332064048e-06;2.83857504519646e-05;3.7573080140189
80700;501923;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP35296892;LINC00310;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:114036;NCBI:22894;0.2243;CLIP;;;528;ENSG00000227456;-1.71889329294281;-0.576401170927827;-5.1568343783609;8.53318954351651e-06;5.17278507342564e-05;3.0983635894232
80701;501896;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP34730103;DISC1FP1;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:101929222;NCBI:22894;0.2243;CLIP;;;2642;ENSG00000261645;-1.57960787827338;-2.09187619416356;-5.74915221319155;1.34209915776998e-06;9.95804436814516e-06;4.92061532040349
80738;502011;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP36528390;ZNF295-AS1;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:150142;NCBI:22894;0.2243;CLIP;;;1259;ENSG00000237232;-1.78655232255332;-2.42160609243871;-4.60970343409967;4.61965732210537e-05;0.0002426329382533;1.44412931303246
80739;502005;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP36493200;XIST;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:7503;NCBI:22894;0.2243;CLIP;;;718;ENSG00000229807;-6.57326935078366;1.54159830942689;-4.14945804433362;0.0001856278660776;0.0008424341236124;0.0917621252499083
80740;501977;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP36083227;SNHG3;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:8420;NCBI:22894;0.2243;CLIP;;;1404;ENSG00000242125;-1.66215020983997;3.80442253035105;-6.53607722997152;1.14898325278424e-07;1.11634469849037e-06;7.35322044661673
80741;501946;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP35394817;MALAT1;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:378938;NCBI:22894;0.2243;CLIP;;;1786;ENSG00000251562;-2.69192848146394;10.8069205658514;-9.99570573098169;4.30182645492996e-12;1.65306630339579e-10;17.4859517032396
80742;501976;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP36082874;SNHG17;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:388796;NCBI:22894;0.2243;CLIP;;;95;ENSG00000196756;-2.91593577289014;2.76693240053218;-11.8719733234314;3.16171674568078e-14;4.15666948408721e-12;22.3586429297008
80743;501975;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP36082783;SNHG16;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:100507246;NCBI:22894;0.2243;CLIP;;;17;ENSG00000163597;-1.76574685009836;3.88332039022155;-7.2253013716623;1.36790691052561e-08;1.73860555062877e-07;9.46585361999884
80744;501974;DIS3;Q9Y2L1;Exosome complex exonuclease RRP44;Cytoplasm (ECO:0000269), Nucleolus (ECO:0000269), Nucleoplasm (ECO:0000269), Nucleus (ECO:0000269);Cytosol (Supported), Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021";43.0;"RNB(RNB domain,PF00773);PIN_4(PIN domain,PF13638);Rrp44_S1(S1 domain,PF17215);Rrp44_CSD1(Rrp44-like cold shock domain,PF17216);OB_Dis3(Dis3-like cold-shock domain 2 (CSD2),PF17849)";958;"Nuclear exosome complex, DIS3-EXOSC10 variant,CPX-476,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion);Exosome complex, DIS3 variant,CPX-593,ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)";RP36082702;SNHG15;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:285958;NCBI:22894;0.2243;CLIP;;;966;ENSG00000232956;-2.77917597283892;1.81941702980103;-9.99049401552001;4.36370990206709e-12;1.65388536558525e-10;17.4717593121349
